AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
CHASE,M,1,Maltipoo,Brooklyn
SHADOW,M,10,Labrador Retriever,Queens
LUCKY,M,5,Pomeranian,Bronx
KOA,M,2,Shiba Inu,Brooklyn
LAYLA,F,5,Rhodesian Ridgeback,Manhattan
OZZIE,M,6,Beagle,Manhattan
TATER,M,9,Dachshund Smooth Coat Miniature,Manhattan
PRINCESS,F,13,Rottweiler,Queens
CHAMP,M,8,Unknown,Brooklyn
JADE,F,11,Rottweiler,Brooklyn
JAX,M,1,Jack Russell Terrier,Manhattan
HONEY,F,7,"Poodle, Miniature",BRONX
HERSHEY,M,6,Yorkshire Terrier,Queens
NAME NOT PROVIDED,F,2,Unknown,Queens
NICCO,M,11,Unknown,Queens
DAISY,F,6,Portuguese Water Dog,Manhattan
DO,M,3,Pomeranian,Brooklyn
GIOIA,F,9,Yorkshire Terrier,Queens
GINO,M,6,Labradoodle,Queens
MELO,M,1,Chihuahua,Bronx
MEGAN,F,5,"Schnauzer, Miniature",Queens
SHADOW,M,1,Border Collie,Brooklyn
LUCY,F,13,Pug,BROOKLYN
BENJI,M,2,Maltese,Bronx
TORTILLA,M,2,Unknown,Manhattan
PHAEDRA,F,6,Brussels Griffon,Manhattan
PENNY,F,7,Labrador Retriever,Brooklyn
PENNY,F,10,American Pit Bull Mix / Pit Bull Mix,Manhattan
DYLAN,M,8,Unknown,Brooklyn
ATHENA,F,3,Siberian Husky,Bronx
ROWDY,M,4,German Shepherd Dog,Queens
ROCKY,M,3,Jindo,Brooklyn
MOLLY,F,3,Shih Tzu,Queens
MUFFIN,F,3,Maltese,Brooklyn
BEANIE,M,11,Unknown,Brooklyn
SERIN,F,4,German Shepherd Crossbreed,Queens
NINO,M,1,Maltese,Queens
KAYLA,F,7,Havanese,Manhattan
KING,M,1,Shih Tzu,Queens
KING,M,7,Unknown,Staten Island
MAX,M,17,Yorkshire Terrier,Queens
MAX,M,9,Maltese,Queens
MAX,M,7,Yorkshire Terrier,Staten Island
FRANCES,F,2,Chihuahua,Manhattan
BROMAN,M,15,Shih Tzu,Queens
BOWSER,M,7,Siberian Husky,Queens
SPEEDY,M,6,Yorkshire Terrier,Queens
MACHO,M,11,Yorkshire Terrier,Bronx
MADDIE,F,2,French Bulldog,Manhattan
CURTIS,M,11,American Pit Bull Terrier/Pit Bull,Brooklyn
LOLA,F,4,Shih Tzu,Brooklyn
BLIZZARD,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
LADY,F,6,Staffordshire Bull Terrier,Bronx
LANGLEY,F,2,"Bull Dog, French",Manhattan
OSCAR,M,4,Pug,Manhattan
LEXI,F,6,Unknown,Brooklyn
OLIVER,M,9,Unknown,Brooklyn
FLINT,M,4,Unknown,Manhattan
ARGOS,M,2,Poodle Crossbreed,Queens
ROSIE,F,10,Golden Retriever,Bronx
ROXANNE,F,6,Unknown,Manhattan
MOOMOO,F,4,"Schnauzer, Miniature",Queens
HARRY,M,12,Unknown,Manhattan
BAILEY,F,3,Pug,Manhattan
BABY,M,13,Yorkshire Terrier,Brooklyn
PRINCESS,F,8,American Staffordshire Terrier,Brooklyn
RASCAL,M,2,American Pit Bull Mix / Pit Bull Mix,Brooklyn
SASHA,F,2,Boston Terrier,Brooklyn
DAISY,F,6,Havanese,Queens
DRILL,F,11,Maltese,Manhattan
KATIE,F,13,Cavalier King Charles Spaniel,Manhattan
KING,M,2,Shih Tzu,Brooklyn
FOXY-CHULA,F,4,Pomeranian,Brooklyn
FREDDY,M,10,"Poodle, Toy",Manhattan
BUDDY,M,10,Cocker Spaniel,Brooklyn
BUDDY,M,4,Jack Russell Terrier,Queens
BUCKY,M,9,"Bull Dog, French",Manhattan
TACO,M,4,Chihuahua,Manhattan
MIA,F,11,Cairn Terrier,Manhattan
SUN,M,17,Chihuahua,Manhattan
CUDI,M,6,"Dachshund, Long Haired Miniature",Manhattan
CHICO,M,13,Chihuahua,Staten Island
KOBY,M,7,Yorkshire Terrier,Brooklyn
PEANUT,M,6,Cocker Spaniel,Brooklyn
WOOKIE,M,5,Puggle,Bronx
HOPPIE,F,4,Unknown,Manhattan
CARLO,M,14,Pug,Manhattan
CASEY,M,10,Bichon Frise,Staten Island
PEPPER,M,4,German Shepherd Dog,Queens
FIONA,F,6,Unknown,Manhattan
ESTEFANI,F,6,Chihuahua,Manhattan
ABBY,F,2,Labrador Retriever Crossbreed,Manhattan
ROSIE,F,3,Chihuahua,Queens
HARLEY,M,2,Beagle,Brooklyn
BAXTER,M,7,"Bull Dog, French",Manhattan
GUINNESS,M,8,Rottweiler,Brooklyn
BEAR,M,1,French Bulldog,Brooklyn
BEBA,F,8,Papillon,Queens
SERENA,F,9,Beagle,Queens
SCHMOOGIE,F,9,Unknown,Manhattan
SCHMOOZIE,F,2,Boston Terrier,Manhattan
DIAMOND,F,2,Chihuahua,Brooklyn
DEXTER,M,6,Labrador Retriever,Queens
KENNE,M,12,Chihuahua,Manhattan
KING,M,1,American Pit Bull Terrier/Pit Bull,Brooklyn
NELSON,M,1,English Cocker Spaniel,Manhattan
GIZMO,M,9,Chihuahua,Queens
BRUNO,M,3,American Pit Bull Terrier/Pit Bull,Queens
BOSLEY,M,15,Unknown,Brooklyn
SYDNEY,F,10,French Bulldog,Manhattan
MAXX,M,14,Labrador Retriever,Brooklyn
MAXIMUS,M,4,Yorkshire Terrier,Brooklyn
MAYA,F,5,Siberian Husky,Manhattan
SPOONER,F,2,English Cocker Spaniel,Manhattan
LUCY,F,5,Labrador Retriever Crossbreed,Brooklyn
COCOA,F,4,Chihuahua,Manhattan
COCOA,F,7,Dachshund Smooth Coat,Staten Island
CJ,M,4,Akita Crossbreed,Brooklyn
CHIKO,M,3,"Collie, Rough Coat",Brooklyn
CHARLIE,M,2,Poodle Crossbreed,Queens
CHARLIE,M,11,Havanese,Manhattan
KUMA,M,1,Shiba Inu,Queens
LASSIE,F,8,"Collie, Border",Brooklyn
TOBEY,M,3,French Bulldog,Manhattan
PRINCE,M,8,Chihuahua,Manhattan
STASIU,M,5,"Dachshund, Long Haired Miniature",Brooklyn
SPOOKIE,M,4,Shih Tzu,Brooklyn
MAX,M,7,Unknown,Queens
GINA,F,11,Labrador Retriever,Queens
GIZZIE,M,13,Chihuahua,Queens
MAX,M,11,Labrador Retriever Crossbreed,Queens
KIMMIE,F,14,Yorkshire Terrier,Staten Island
JOVI,M,8,Unknown,Brooklyn
SADIE,F,7,Unknown,Queens
SCRAPPY,M,7,Shih Tzu,Brooklyn
RILEY,M,2,Yorkshire Terrier,Bronx
BELLA,F,6,Unknown,Bronx
GULLEY,M,12,German Shepherd Dog,Brooklyn
HANK,M,7,Havanese,Manhattan
RUSTY,M,10,Jack Russell Terrier,Queens
RONDO,M,7,Maltese,Manhattan
ACE,M,9,Labrador Retriever,Manhattan
ELOISE,F,2,Maltese,Manhattan
JAX,M,7,Maltese,Brooklyn
PERLA,F,1,Yorkshire Terrier Crossbreed,Brooklyn
PEPPERMINT,F,17,Jack Russell Terrier,Manhattan
PIGGY,M,8,Unknown,Manhattan
JAX,M,8,Australian Cattledog,Manhattan
CASH,M,5,Norwich Terrier,Bronx
CANDY,F,10,Shih Tzu,Queens
CALLIE,F,2,Labradoodle,Staten Island
PRESIOUS,F,2,Beagle,Queens
POOCHIE,F,2,Bichon Frise,Queens
PATCHES,F,6,Unknown,Brooklyn
OLLIE,F,12,Unknown,Brooklyn
KUSH,M,2,American Pit Bull Mix / Pit Bull Mix,Queens
BESSIE,F,4,Boxer,Manhattan
BENNY,M,8,Akita,Brooklyn
BENNY,M,7,Boxer,Queens
SHILOH,M,9,Yorkshire Terrier,Brooklyn
CHEWBACCA,M,5,Yorkshire Terrier,Manhattan
CHLOE,F,9,Shih Tzu,Staten Island
CHULITO,M,7,Shih Tzu,Queens
CHUMLEY,M,10,Unknown,Manhattan
CICI,F,2,Unknown,Brooklyn
SOPHIA,F,8,Maltese,QUEENS
SNOW,F,16,American Eskimo dog,Brooklyn
VIENNA,M,11,Cavalier King Charles Spaniel,Manhattan
COFI,M,15,"Poodle, Toy",Manhattan
DAISY,F,7,Unknown,Manhattan
CUJA,F,12,Chihuahua,Queens
BEETHOVEN,M,3,Dachshund Smooth Coat,Manhattan
GUS,M,6,Unknown,Manhattan
GUCCI,F,10,Jack Russell Terrier,QUEENS
BAXTER,M,6,Boston Terrier,Manhattan
HONEY,F,10,American Pit Bull Terrier/Pit Bull,Manhattan
ROCKY,M,9,German Shepherd Crossbreed,Staten Island
ROMEO,M,11,Golden Retriever,Staten Island
DYLAN,M,17,Unknown,Manhattan
EDGAR,M,15,West High White Terrier,Manhattan
ANGELINA,F,8,Maltese,Manhattan
ALASHA,F,16,Lhasa Apso,Bronx
AINE,F,15,Unknown,Queens
FELIX,M,14,Maltese,Manhattan
FIFI,F,11,Unknown,Queens
JAYCEE,F,10,German Shepherd Dog,Staten Island
PEPA,F,6,Saint Bernard,Manhattan
CANDI,F,10,Labrador Retriever,Brooklyn
BURK,M,1,Pembroke Welsh Corgi,Queens
CHANCE,M,8,Border Terrier,Manhattan
HYLO,M,5,Puggle,Queens
ZEEK,M,12,Unknown,Manhattan
ZELDA,F,3,Unknown,Manhattan
WINSTON,M,11,Norwich Terrier,Manhattan
WOLPH,M,2,Pomeranian,Manhattan
VIOLA,F,4,Unknown,Staten Island
WALLY,M,7,Keeshond,Bronx
POOCHO,M,1,Shih Tzu,Brooklyn
OREO,F,2,American Pit Bull Terrier/Pit Bull,Bronx
LADY,F,4,Golden Retriever,Manhattan
LARRIE,F,6,Australian Shepherd,Manhattan
BISCUIT,F,3,Pomeranian,Manhattan
BLAZER,M,7,Shih Tzu,Manhattan
KODA,F,7,Unknown,Queens
BENTLEY,M,4,Scottish Terrier,Staten Island
BELLA,F,5,Labrador Retriever,Staten Island
LOLA,F,7,"Dachshund, Long Haired Miniature",Manhattan
SHIRO,M,5,German Shepherd Crossbreed,Brooklyn
SHADOW,M,9,Unknown,Brooklyn
CHAZ,F,15,Miniature Pinscher,Queens
LINDA,F,3,Yorkshire Terrier,Brooklyn
CLUE,M,2,Shih Tzu,Manhattan
SIR,M,8,American Staffordshire Terrier,Manhattan
COOKIE,F,10,Shih Tzu,Queens
COCO,F,9,Shih Tzu,Staten Island
TANGO,M,4,Unknown,Brooklyn
BOOTS,F,3,American Pit Bull Terrier/Pit Bull,Queens
GIGI,F,5,Chihuahua,Manhattan
GIZMO,M,8,Pomeranian,Brooklyn
MARLEY,M,10,Unknown,Queens
MAX,M,10,American Pit Bull Terrier/Pit Bull,Brooklyn
NEITA,F,6,Unknown,Bronx
NEMO,M,12,Shih Tzu,Bronx
JUNE,F,3,Beagle Crossbreed,Brooklyn
KACY,F,7,Maltese,Queens
KASHI,F,5,Unknown,Brooklyn
DIAMOND,F,8,American Pit Bull Mix / Pit Bull Mix,Staten Island
SARGE,M,2,Yorkshire Terrier,Brooklyn
SAMMI,F,6,Havanese,Staten Island
REY,M,6,Chihuahua,Brooklyn
BONITA,F,3,Italian Greyhound,Queens
BUBBA,M,9,Shih Tzu,Manhattan
BULLE,M,16,Unknown,QUEENS
GALE,F,13,Greyhound,Manhattan
GEORGE,M,9,Chihuahua,Brooklyn
MARIO,M,11,Chihuahua,Brooklyn
DOMO,M,5,"Bull Dog, English",Queens
NINA,F,4,German Shepherd Dog,Queens
SEMUELLA,F,12,West High White Terrier,Staten Island
PRINCESS,F,7,West Highland White Terrier,Manhattan
GRIFFIN,M,10,Wheaton Terrier,Brooklyn
BAILYEE,F,5,Australian Shepherd,Manhattan
BAILEY,M,8,"Poodle, Miniature",Manhattan
HIROHITO,M,16,Shiba Inu,Manhattan
ROCKY,M,6,Labrador Retriever Crossbreed,Bronx
AMBER,F,14,Unknown,Queens
ABBY,F,3,"Poodle, Standard",Staten Island
BUTTER,F,11,Labrador Retriever,Bronx
CHANEL,F,12,Unknown,Queens
IMMIES,F,12,West High White Terrier,Manhattan
LACY,F,3,Chihuahua,Bronx
BLUE,M,10,American Staffordshire Terrier,Manhattan
BELLA,F,3,Shiba Inu,Brooklyn
LOLA,F,7,Labrador Retriever,Staten Island
LOYOLA,F,3,Havanese,Manhattan
CHILI,M,10,Boston Terrier,BROOKLYN
SKIPPY,M,7,Pomeranian,Queens
SIR,M,6,"Dachshund, Long Haired Miniature",Brooklyn
COOPER,F,15,Unknown,Brooklyn
COCO,F,3,Unknown,Queens
LUCY,F,3,Havanese,Manhattan
MACY,F,5,Unknown,Queens
BRODY,M,4,German Shepherd Dog,Manhattan
BUDDY,M,13,Beagle,Brooklyn
FRED,M,12,West High White Terrier,Brooklyn
GATWICK,M,4,Beagle,Brooklyn
GILLY,F,7,"Schnauzer, Miniature",Queens
GOLDIE,F,14,Labrador Retriever,Staten Island
GRACIE,F,14,Silky Terrier,Queens
MAX,M,10,Yorkshire Terrier,Manhattan
KC,F,8,Akita,Brooklyn
KAIRO,M,10,Unknown,Manhattan
DEER,F,15,West High White Terrier,Manhattan
NOELLA,F,3,Unknown,Queens
SATCHMO,M,3,Bluetick Coonhound,Queens
SAM,M,8,Maltese,Queens
ROBY,M,4,"Poodle, Standard",Queens
PUDDIN,M,5,Norwich Terrier,Queens
GUCCI,M,15,"Poodle, Miniature",Queens
MUISQ,M,7,Golden Retriever,Staten Island
MUFFIN,F,11,Shih Tzu,MANHATTAN
MONA,F,5,Boston Terrier,Manhattan
ROCKY,M,4,"Poodle, Toy",Manhattan
ROCKY,M,1,Shih Tzu,Queens
AVA,F,5,Shih Tzu Crossbreed,Manhattan
ANIBELL,F,7,Shih Tzu,Manhattan
EMMA,F,12,Shiba Inu,Brooklyn
ELLIE,F,3,French Bulldog,Manhattan
FIONA,F,4,Boston Terrier,Brooklyn
PENNY,F,9,Shih Tzu,BROOKLYN
JACK,M,6,Labrador Retriever,Queens
JAKEE,F,10,Unknown,Manhattan
CAPTAIN,M,10,Poodle Crossbreed,Manhattan
CHANCE,M,14,Unknown,Queens
ZION,M,2,"Poodle, Toy",Queens
WISHBONE,F,2,Jack Russell Terrier,Manhattan
PEBBLES,F,6,American Pit Bull Mix / Pit Bull Mix,Staten Island
LILLI,F,2,American Pit Bull Terrier/Pit Bull,Brooklyn
OLLIE,F,2,Wheaton Terrier,Manhattan
OREO,F,12,Unknown,Brooklyn
KUSH,M,4,"Dachshund, Wirehaired",Queens
BJ,M,10,Maltese,Bronx
BO,M,12,Shih Tzu,Brooklyn
KONA,M,2,"Bull Dog, French",Manhattan
LOLA,F,1,"Bull Dog, English",Queens
LOLA,F,3,Rat Terrier,Queens
CHERRY,F,10,Italian Greyhound,Brooklyn
CHARLIE,M,1,Yorkshire Terrier,Queens
CHLOE,F,4,Maltese,Staten Island
VICKY,F,15,"Poodle, Toy",Queens
UNKNOWN,M,1,Chihuahua Crossbreed,Queens
COCO,F,4,Yorkshire Terrier,Brooklyn
LUNA,F,4,Wheaton Terrier,Manhattan
UNKNOWN,F,1,Shih Tzu,Manhattan
SPIKE,M,15,Chihuahua,Bronx
MIA,F,8,Labrador Retriever,Manhattan
SUZUKI,F,6,Shih Tzu,Queens
GHOULIE,M,10,Pekingese,Brooklyn
GINGER,F,12,Unknown,Staten Island
MAX,F,7,Beagle,Manhattan
NAME NOT PROVIDED,M,1,Silky Terrier,Queens
NEMO,M,13,Unknown,Brooklyn
NATASHA,F,3,Boxer,Manhattan
KAIRI,F,3,Unknown,Brooklyn
DIESEL,M,12,Yorkshire Terrier,Staten Island
SAMSON,M,4,German Shepherd Crossbreed,Queens
ZOMBIE,M,3,"Dachshund, Long Haired Miniature",Manhattan
REMINGTON,M,9,German Shepherd Dog,Manhattan
BAXTER,M,10,Unknown,Bronx
BAILEY,F,5,Shih Tzu,Queens
MISSY,F,13,Dachshund Smooth Coat Miniature,Manhattan
MOMO,F,12,"Dachshund, Long Haired Miniature",Manhattan
ARCHIE,F,15,German Shepherd Dog,Manhattan
ALEX,M,16,Pomeranian,Queens
ALFIE,M,14,Dachshund Smooth Coat,Brooklyn
C.,M,7,Labrador Retriever,Manhattan
BYSON,M,4,Beagle,Manhattan
WALLY,M,14,Jack Russell Terrier,Brooklyn
PRECIOUS,F,13,Unknown,Bronx
PRECIOUS,F,10,Yorkshire Terrier,Bronx
TITA,F,12,Dachshund Smooth Coat,Manhattan
TIPPY,F,2,Chihuahua,Manhattan
LEXIE,F,9,American Staffordshire Terrier,Brooklyn
OREO,M,9,"Dachshund, Long Haired Miniature",Brooklyn
LADY,F,16,Collie Crossbreed,Queens
BISCUIT,F,10,Unknown,Staten Island
BIFFY,M,12,Unknown,Manhattan
BETTY,F,6,Shih Tzu,Manhattan
BENJI,M,6,Shih Tzu,Queens
SHELBY,F,6,Unknown,Queens
SILAS,M,4,Unknown,Brooklyn
CHIPPER,M,13,Dachshund Smooth Coat,Brooklyn
CHICKY,M,1,Labradoodle,Manhattan
CHICO,M,2,Unknown,Queens
SOPHIA,F,6,Shih Tzu,Staten Island
SNOOKIE,F,6,Shih Tzu,Brooklyn
COOPER,M,13,Tibetan Terrier,Manhattan
COCO,M,11,Chihuahua,Queens
MADISON,F,1,Australian Kelpie,Manhattan
LULU,M,5,Yorkshire Terrier,Queens
LULU,F,10,Unknown,Queens
TRUDGE,F,14,Norwich Terrier,Manhattan
SPARKSTER,M,13,Unknown,Manhattan
MAXY,F,3,Terrier mix,Brooklyn
FRANKIE,F,12,Pomeranian,Staten Island
DOOZEE,M,4,Australian Shepherd,Manhattan
DEXTER,M,6,Unknown,Brooklyn
SAMMY,M,14,Shih Tzu,Manhattan
SEAMUS,M,7,Yorkshire Terrier,Queens
NAME NOT PROVIDED,F,2,Beagle,Queens
GRACIE,F,9,Chihuahua,Brooklyn
HENRY,M,2,Morkie,Manhattan
HARLEY,M,13,Newfoundland,Brooklyn
HAN,M,3,American Pit Bull Terrier/Pit Bull,Manhattan
RUFUS,M,14,Unknown,Brooklyn
ROCKEY,M,10,Cairn Terrier,Brooklyn
ANDY,M,8,Yorkshire Terrier,Queens
ALFIE,M,17,Unknown,Manhattan
EINSTEIN,M,1,"Schnauzer, Miniature",Manhattan
ENZO,M,11,Schipperkee,Manhattan
FARFEL,M,12,Pug,Brooklyn
PEPE,M,9,"Poodle, Miniature",Bronx
CALLAHAN,F,12,Cocker Spaniel,Staten Island
CHANCE,M,10,Shih Tzu Crossbreed,Brooklyn
CELIA,F,6,Unknown,Brooklyn
IGGI,F,3,Havanese,Manhattan
ZOE,F,14,"Schnauzer, Miniature",Brooklyn
ZOE,F,3,Morkie,Manhattan
YANKEE,M,10,Labrador Retriever,Manhattan
PRINCE,M,1,Yorkshire Terrier,Brooklyn
POP,M,10,Chihuahua,Manhattan
TESSI,F,16,Unknown,Brooklyn
OLIVER,M,15,Cavalier King Charles Spaniel,Manhattan
OSCAR,M,2,Havanese,Manhattan
OREO,M,8,Shih Tzu,Queens
LEO,M,4,Rottweiler,Brooklyn
KOKO,M,9,Maltese,Queens
BIGGIE,M,10,"Bull Dog, English",Manhattan
BILLIE,F,4,Boxer,Manhattan
LIZA,F,2,Shih Tzu,Bronx
LOVI,F,8,Unknown,Manhattan
LUCKY,M,6,Unknown,Brooklyn
CHARLOTTE,F,10,Pug,Manhattan
CINNAMON,F,8,Yorkshire Terrier,Queens
SNOOPY,M,11,Shih Tzu,Queens
COOKIE,M,4,Unknown,Manhattan
MADISON,F,7,Unknown,Staten Island
MAGGIE,F,12,Bull Terrier,Manhattan
MAXI,F,7,Yorkshire Terrier,Brooklyn
MIA,F,5,Beagle,Brooklyn
FREEWAY,M,13,Unknown,Staten Island
KEYRA,F,9,Unknown,Staten Island
KATTY,F,17,Chihuahua,Queens
DOTTIE,F,11,American Pit Bull Terrier/Pit Bull,Manhattan
DAUPHINE,F,8,"Poodle, Toy",Manhattan
NIPTO,M,4,"Poodle, Miniature",Brooklyn
RICO,M,6,Unknown,Manhattan
ZUCKER,M,5,"Schnauzer, Standard",Manhattan
NAME NOT PROVIDED,M,2,"Poodle, Standard",Brooklyn
RASCAL,M,12,Cocker Spaniel,Staten Island
BEAR,F,2,Shih Tzu Crossbreed,Brooklyn
GRYPHON,M,6,Pomeranian,Manhattan
BAILEY,M,11,Unknown,Brooklyn
MOLLY,F,2,American Pit Bull Mix / Pit Bull Mix,Bronx
ROCCO,M,3,Yorkshire Terrier,Manhattan
MOOKIE,M,14,Pekingese,Brooklyn
ALICE,F,14,"Collie, Border",Queens
JAZPER,M,3,Unknown,Brooklyn
PEPE,M,8,Unknown,Queens
PEPITO,M,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
PHILLY,F,12,American Staffordshire Terrier,Queens
CARLYAPPLEWHITECRAWFORDCOLEMAN,F,3,Havanese,Manhattan
BUN,M,1,Beagle,Brooklyn
CALI,F,13,Chihuahua,Staten Island
HUDSON,M,3,"Dachshund, Long Haired Miniature",Manhattan
PRINCESS,F,13,Tibetan Spaniel,Queens
PATTY,F,10,Unknown,Queens
THOR,M,7,German Shepherd Dog,Queens
TIGER,M,3,"Schnauzer, Miniature",Queens
TIFFANY'S,F,13,Unknown,Bronx
TOBBY,M,3,Shih Tzu,Queens
OLIVER,M,4,Labradoodle,Manhattan
OTIS,F,4,Pug,Manhattan
OSCAR,M,14,Dachshund Smooth Coat,Brooklyn
OREO,M,7,Shih Tzu,Bronx
BJ,F,11,"Dachshund, Wirehaired, Miniature",Queens
BOBBY,M,11,American Eskimo dog,Brooklyn
KORA,F,4,Labrador Retriever Crossbreed,Queens
BENTLEY,M,3,"Bull Dog, English",Queens
BENTLEY,M,15,Unknown,Brooklyn
LORENZO,M,2,French Bulldog,Queens
SHADOW,M,9,Labrador Retriever,Brooklyn
SOPHIE,F,11,Unknown,Bronx
VICTORY,F,3,German Shepherd Crossbreed,Bronx
UNKNOWN,M,1,Cocker Spaniel,Manhattan
COOPER,M,3,Unknown,Staten Island
COOKIE,F,10,Yorkshire Terrier,Queens
COCO,F,9,Unknown,Queens
STELLA,F,8,Pug,Manhattan
SPENCER,M,17,West High White Terrier,Bronx
CHUCK,M,4,Pomeranian,Brooklyn
SNOWBALL811,M,5,Maltese,Brooklyn
SKYE,F,3,Beagle Crossbreed,Brooklyn
VENUS,F,10,Unknown,Brooklyn
LUKE,M,10,"Collie, Border",Queens
COSMO,M,4,"Poodle, Toy",Manhattan
STOLI,M,2,Boston Terrier,Staten Island
BOSCO,M,11,Shih Tzu,BROOKLYN
FRITZ,M,6,Miniature Schnauzer,Queens
GILDA,F,3,Unknown,Manhattan
GINA,F,11,American Pit Bull Terrier/Pit Bull,Brooklyn
MARIE,F,5,Unknown,Staten Island
MATTHEW,M,5,Cocker Spaniel,Bronx
MAX,M,10,"Poodle, Standard",Manhattan
JOSIE,F,10,Airedale Terrier,Manhattan
JR,M,17,Unknown,Staten Island
DAVEY,M,7,Siberian Husky,Queens
NEWMAN,M,8,"Bull Dog, French",Queens
SANDY,F,6,American Pit Bull Terrier/Pit Bull,Queens
SALLY,F,4,Labrador Retriever,Brooklyn
NAME NOT PROVIDED,F,3,Unknown,Manhattan
BEA,F,1,German Shepherd Crossbreed,Brooklyn
BAM,M,9,American Pit Bull Mix / Pit Bull Mix,Staten Island
BABY,M,2,Labrador Retriever,Queens
HOLLY,F,4,Shih Tzu Crossbreed,Queens
MOTT,M,2,Cocker Spaniel,Manhattan
ROCKY,M,12,Unknown,Queens
ROCKY,M,11,Bichon Frise,Bronx
ROCKY,M,7,Unknown,Manhattan
ROGER,M,11,Shih Tzu,Manhattan
ADELINE,F,5,Unknown,Queens
ADI,F,6,Boerboel,Brooklyn
ELLIOTT,M,4,Labrador Retriever,Brooklyn
FEENIX,F,2,American Pit Bull Terrier/Pit Bull,MANHATTAN
MILO,M,15,Unknown,Queens
MILO,M,3,Maltese,Queens
PERLA,F,3,Maltipoo,Bronx
PHIL,M,6,Cocker Spaniel,Bronx
CANNOLI,M,2,Shih Tzu,Queens
BUNNY,F,10,Cavalier King Charles Spaniel,Manhattan
HUCK,M,4,Golden Retriever,Manhattan
HUDSON,M,4,Labrador Retriever Crossbreed,Manhattan
INDIE,F,4,Labrador Retriever,Brooklyn
WHITTNEY,F,2,American Pit Bull Terrier/Pit Bull,Queens
WILEY,M,3,Australian Shepherd,Brooklyn
PRINCE,M,4,German Shepherd Dog,Queens
BOBBY,M,14,Unknown,Manhattan
KIRA,F,13,Unknown,Brooklyn
LOLA,F,3,Chihuahua Crossbreed,Queens
LUCA,M,14,Vizsla,Manhattan
SHADOW,M,16,German Shepherd Dog,Manhattan
LILY,F,8,Beagle,Brooklyn
MANGO,M,1,Basset Hound,Manhattan
MACK,M,4,Unknown,Staten Island
UNKNOWN,M,3,Lhasa Apso,Brooklyn
LUCKY,M,2,Beagle,Queens
LOUISE,F,6,Chow Chow,Manhattan
LOU,M,6,American Pit Bull Mix / Pit Bull Mix,Manhattan
BIJON,M,6,Unknown,Queens
ZOE,F,3,Golden Retriever,Manhattan
CHARLIE,M,10,Belgian Malinois,Brooklyn
CARLITO,M,4,Boxer,Manhattan
PETE,M,4,Unknown,Queens
EMMA,F,1,Pomeranian,Queens
BELLA,F,3,Unknown,Manhattan
SABLE,F,7,Cocker Spaniel,Queens
DUFFY,M,11,Yorkshire Terrier,Bronx
KIMI,F,11,German Shepherd Dog,Queens
MELANI,F,11,Unknown,Manhattan
SIMON,M,8,Yorkshire Terrier,Manhattan
XANDER,M,5,Miniature Pinscher,Queens
CHARLIE,M,11,Cocker Spaniel,Manhattan
BUSTER,M,17,Chihuahua,Manhattan
MINNIE,F,6,Chihuahua,Manhattan
MILA,F,3,Unknown,Manhattan
ADAM,M,5,Shih Tzu,Queens
AL_BINA,F,1,Shih Tzu,Queens
ANASTASIA,F,10,Bichon Frise,Manhattan
ANNIE,F,3,Australian Shepherd,Manhattan
HENRY,M,12,Bernese Mountain Dog,Manhattan
BABY,M,7,Havanese,Bronx
DARYL,F,10,Jack Russell Terrier,Manhattan
DORRIE,F,11,Unknown,Bronx
NAME NOT PROVIDED,M,1,Silky Terrier,Brooklyn
SUZY,F,6,Norfolk Terrier,Brooklyn
MAX,M,2,"Dachshund, Wirehaired, Miniature",Manhattan
MARCKO-POLO,M,6,Labrador Retriever,Queens
LUCY,F,5,Brussels Griffon,Manhattan
COOPER,M,9,Tibetan Terrier,Staten Island
UNKNOWN,M,1,Rottweiler,Staten Island
BELLE,F,1,Yorkshire Terrier,Brooklyn
LADY,F,7,German Shepherd Crossbreed,Manhattan
OSCAR,M,5,Bichon Frise,Bronx
PARIS,F,2,Siberian Husky,Manhattan
WOLFY,M,1,Siberian Husky,Bronx
ZOE,F,12,Boston Terrier,Manhattan
CALLA,F,1,Basenji,Manhattan
PETE,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
ELIJAH,M,4,Pug,Queens
MOLLY,F,14,Wheaton Terrier,Brooklyn
RUDY,M,1,Chihuahua,Queens
MUNCHKIN,F,1,Maltese,Queens
RAFFI,M,8,Maltese,Brooklyn
DELPHI,F,1,American Pit Bull Terrier/Pit Bull,Queens
BUDDHA,M,6,Unknown,Queens
BUBBA,M,11,Labrador Retriever Crossbreed,Manhattan
MANGU,M,4,Dachshund Smooth Coat,Brooklyn
TRUMPET,F,2,American Pit Bull Terrier/Pit Bull,Brooklyn
LUNA,F,5,Unknown,Manhattan
UNKNOWN,M,1,Beagle,Brooklyn
CHIPPY,M,5,Maltipoo,Brooklyn
BLANCA,F,4,Labrador Retriever Crossbreed,Manhattan
OLIVE,F,6,"Bull Dog, French",Brooklyn
PAZUZU,F,9,Unknown,Queens
TOBY,M,3,Yorkshire Terrier Crossbreed,Brooklyn
TRACY,F,7,American Pit Bull Mix / Pit Bull Mix,Staten Island
PITO,M,8,Yorkshire Terrier,Queens
